brand,price,old,brake,drivetrain,material
스캇 ,2600000,2014,림 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,2200000,2016,림 브레이크,SHIMANO 105,카본
메리다 ,3150000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,8500000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
라피에르 ,3000000,2017,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,600000,2019,림 브레이크,SHIMANO SORA,알루미늄
자이언트 ,480000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
자이언트 ,1300000,2015,림 브레이크,기타,카본
메리다 ,950000,2016,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,7000000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,4300000,2016,림 브레이크,SHIMANO DURA-ACE,카본
서벨로 ,5900000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1230000,2021,림 브레이크,SHIMANO 105,알루미늄
트렉 ,3350000,2021,디스크 브레이크,SHIMANO 105,카본
캐니언 ,3100000,2017,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2400000,2021,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,1050000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
리들리 ,4950000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,3800000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,7400000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,5100000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
포커스 ,2900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,2500000,2020,림 브레이크,SHIMANO 105,알루미늄
자이언트 ,840000,2021,림 브레이크,SHIMANO SORA,알루미늄
비앙키 ,10300000,2020,림 브레이크,기타,카본
자이언트 ,7800000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,2900000,2017,림 브레이크,SHIMANO 105,카본
윌리어 ,11800000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
아르곤18 ,2600000,2019,림 브레이크,SHIMANO ULTEGRA,카본
치넬리 ,4400000,2020,림 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,3750000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,580000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
트리곤 ,2400000,2021,디스크 브레이크,SHIMANO 105,카본
트렉 ,5900000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,11500000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
위아위스 ,5900000,2020,디스크 브레이크,기타,카본
치폴리니 ,5700000,2019,림 브레이크,SHIMANO DURA-ACE,카본
인피자 ,1900000,2021,디스크 브레이크,SHIMANO 105,카본
트리곤 ,1650000,2020,림 브레이크,SHIMANO ULTEGRA,카본
챕터2 ,4300000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
3T ,8800000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
코메트 ,1600000,2021,디스크 브레이크,SHIMANO 105,알루미늄
캐논데일 ,2900000,2021,디스크 브레이크,SHIMANO 105,알루미늄
자이언트 ,3500000,2018,림 브레이크,SHIMANO DURA-ACE,카본
메리다 ,2600000,2021,디스크 브레이크,SHIMANO 105,카본
캐논데일 ,7050000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,5300000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
트리곤 ,1600000,2021,림 브레이크,SHIMANO 105,카본
메리다 ,5500000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
트렉 ,6500000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,3800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
피나렐로 ,3300000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,10500000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,8700000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
데로사 ,4900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4750000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,2800000,2016,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,7800000,2018,디스크 브레이크,SHIMANO DURA-ACE,카본
위아위스 ,2300000,2021,디스크 브레이크,SHIMANO 105,카본
자이언트 ,11000000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
비엠씨 ,8900000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
자이언트 ,5500000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
바쏘 ,5900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스캇 ,4700000,2016,림 브레이크,SHIMANO ULTEGRA,카본
에이엑스라이트니스 ,6800000,2017,림 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,2750000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,4780000,2019,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,4500000,2016,림 브레이크,SHIMANO ULTEGRA,카본
팔리 ,5750000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
스캇 ,4900000,2018,림 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,4300000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,9800000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
포커스 ,9300000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
타임 ,12000000,2020,림 브레이크,기타,카본
트리곤 ,4100000,2021,디스크 브레이크,기타,카본
트렉 ,8300000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
3T ,3850000,2019,디스크 브레이크,기타,카본
자이언트 ,8500000,2019,림 브레이크,SHIMANO DURA-ACE,카본
세파스 ,2850000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,7250000,2018,림 브레이크,SRAM RED eTAP,카본
트렉 ,5300000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3820000,2017,림 브레이크,SHIMANO DURA-ACE,카본
챕터2 ,5600000,2020,림 브레이크,SRAM Force eTap AXS,카본
스캇 ,8000000,2021,디스크 브레이크,SRAM Force,카본
스페셜라이즈드 ,4650000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,4550000,2021,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,3300000,2021,디스크 브레이크,SHIMANO 105,카본
트리곤 ,1450000,2019,림 브레이크,SHIMANO 105,카본
리들리 ,6600000,2021,디스크 브레이크,SRAM Force,카본
메리다 ,8600000,2021,디스크 브레이크,SHIMANO DURA-ACE,카본
서벨로 ,9500000,2021,디스크 브레이크,SRAM Force,카본
스페셜라이즈드 ,8800000,2019,림 브레이크,SHIMANO DURA-ACE,카본
서벨로 ,5700000,2018,림 브레이크,SHIMANO ULTEGRA,카본
치넬리 ,3500000,2021,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,8600000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,2950000,2020,디스크 브레이크,기타,카본
오픈 ,7900000,2020,디스크 브레이크,SRAM RED eTAP,카본
펠트 ,5200000,2017,림 브레이크,SHIMANO ULTEGRA,카본
윌리어 ,2650000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스톡 ,3900000,2016,림 브레이크,SRAM RED eTAP,카본
스페셜라이즈드 ,9300000,2021,디스크 브레이크,기타,카본
메리다 ,3250000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비에이치 ,4600000,2016,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,8000000,2019,림 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,3500000,2020,림 브레이크,SHIMANO 105,카본
자이언트 ,6300000,2018,림 브레이크,SHIMANO DURA-ACE,카본
스캇 ,5400000,2017,림 브레이크,SHIMANO ULTEGRA,카본
위아위스 ,8500000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,8100000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
스톡 ,3500000,2016,림 브레이크,SHIMANO 105,카본
첼로 ,2800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
바쏘 ,5300000,2020,림 브레이크,SHIMANO ULTEGRA,카본
3T ,4500000,2019,디스크 브레이크,기타,카본
자이언트 ,8800000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
트렉 ,8300000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
리들리 ,5700000,2019,림 브레이크,SHIMANO DURA-ACE,카본
리브 ,5900000,2020,림 브레이크,SHIMANO ULTEGRA,카본
챕터2 ,4000000,2017,림 브레이크,SHIMANO ULTEGRA,카본
포커스 ,4300000,2018,림 브레이크,SRAM RED,카본
룩 ,2300000,2019,림 브레이크,SHIMANO 105,카본
자이언트 ,900000,2021,디스크 브레이크,SHIMANO SORA,알루미늄
리브 ,4100000,2019,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,2800000,2016,림 브레이크,기타,카본
세파스 ,1850000,2021,디스크 브레이크,SHIMANO 105,카본
트렉 ,8500000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,7800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2650000,2020,디스크 브레이크,SHIMANO 105,알루미늄
트렉 ,900000,2021,디스크 브레이크,SHIMANO CLARIS,알루미늄
첼로 ,1900000,2021,디스크 브레이크,SHIMANO 105,카본
위아위스 ,6200000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
비앙키 ,2450000,2021,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,5800000,2018,림 브레이크,SHIMANO DURA-ACE,카본
피나렐로 ,3300000,2016,림 브레이크,SHIMANO 105,카본
트렉 ,8000000,2020,디스크 브레이크,SRAM RED eTap AXS,카본
비엠씨 ,3300000,2021,디스크 브레이크,SHIMANO 105,카본
메리다 ,780000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
메리다 ,3500000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,570000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
스페셜라이즈드 ,3780000,2016,림 브레이크,SHIMANO DURA-ACE,카본
서벨로 ,7600000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
피나렐로 ,5000000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,5800000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
첼로 ,2600000,2021,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,6800000,2018,림 브레이크,SHIMANO DURA-ACE,카본
트렉 ,2400000,2017,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1700000,2016,림 브레이크,SHIMANO 105,카본
리들리 ,2400000,2016,림 브레이크,SRAM Force,카본
메리다 ,600000,2016,림 브레이크,SHIMANO SORA,알루미늄
룩 ,3900000,2018,디스크 브레이크,SHIMANO ULTEGRA,카본
라피에르 ,1800000,2016,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1700000,2017,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,3400000,2021,디스크 브레이크,SHIMANO 105,카본
캐논데일 ,2000000,2020,림 브레이크,SHIMANO 105,카본
트렉 ,1300000,2017,림 브레이크,SHIMANO 105,카본
자이언트 ,4300000,2018,디스크 브레이크,SHIMANO ULTEGRA,카본
리브 ,2100000,2017,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2850000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1700000,2017,림 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,5900000,2016,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,3350000,2016,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,650000,2021,림 브레이크,SHIMANO CLARIS,카본
피나렐로 ,7300000,2017,림 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,7900000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
예거 ,3100000,2021,디스크 브레이크,기타,카본
리들리 ,3300000,2016,림 브레이크,SRAM Force,카본
리브 ,930000,2021,디스크 브레이크,SHIMANO SORA,알루미늄
자이언트 ,2830000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3500000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
인피자 ,1400000,2017,림 브레이크,SHIMANO 105,카본
비앙키 ,1550000,2021,림 브레이크,SHIMANO 105,알루미늄
리들리 ,5000000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,6700000,2018,림 브레이크,SHIMANO DURA-ACE,카본
메리다 ,1200000,2015,림 브레이크,SHIMANO ULTEGRA,카본
큐브 ,5800000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
캐논데일 ,7800000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
트렉 ,2850000,2017,림 브레이크,SHIMANO ULTEGRA,카본
리브 ,700000,2020,림 브레이크,SHIMANO SORA,알루미늄
트렉 ,3900000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
포커스 ,4800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,1200000,2016,림 브레이크,SHIMANO 105,카본
자이언트 ,2300000,2016,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1400000,2018,림 브레이크,SHIMANO 105,알루미늄
리들리 ,5100000,2017,림 브레이크,SRAM RED eTAP,카본
트렉 ,4100000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,550000,2018,림 브레이크,SHIMANO CLARIS,알루미늄
메리다 ,3000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,3100000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1100000,2020,림 브레이크,SHIMANO 105,알루미늄
메리다 ,750000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
메리다 ,3200000,2017,림 브레이크,SHIMANO DURA-ACE,카본
캐논데일 ,2100000,2019,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,2800000,2020,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,3500000,2017,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1500000,2017,림 브레이크,SHIMANO 105,알루미늄
메리다 ,600000,2017,림 브레이크,SHIMANO CLARIS,알루미늄
트렉 ,1050000,2021,디스크 브레이크,SHIMANO CLARIS,카본
위아위스 ,2350000,2021,디스크 브레이크,SHIMANO 105,카본
메리다 ,1250000,2021,림 브레이크,SHIMANO 105,알루미늄
트렉 ,3900000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
캐니언 ,4500000,2016,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,2600000,2020,림 브레이크,기타,카본
피나렐로 ,7500000,2015,림 브레이크,SRAM RED,카본
메리다 ,1000000,2020,림 브레이크,SHIMANO 105,알루미늄
캐논데일 ,1800000,2016,림 브레이크,SHIMANO ULTEGRA,카본
스캇 ,2450000,2017,림 브레이크,SHIMANO ULTEGRA,카본
리브 ,650000,2021,디스크 브레이크,기타,알루미늄
비앙키 ,8500000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
비에이치 ,600000,2016,림 브레이크,SHIMANO CLARIS,알루미늄
윌리어 ,3600000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2300000,2021,디스크 브레이크,기타,카본
스페셜라이즈드 ,2800000,2017,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3800000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
첼로 ,1700000,2018,림 브레이크,SHIMANO ULTEGRA,카본
첼로 ,1550000,2019,림 브레이크,SHIMANO 105,카본
콘돌 ,2800000,2015,림 브레이크,기타,스틸
자이언트 ,2900000,2020,림 브레이크,SHIMANO 105,카본
캐논데일 ,2950000,2021,디스크 브레이크,SHIMANO 105,알루미늄
피나렐로 ,3400000,2018,림 브레이크,SHIMANO 105,카본
트리곤 ,1600000,2020,림 브레이크,SHIMANO 105,카본
메리다 ,630000,2020,림 브레이크,SHIMANO CLARIS,카본
트리곤 ,1620000,2021,림 브레이크,SHIMANO 105,카본
메리다 ,1430000,2021,디스크 브레이크,SHIMANO ULTEGRA,알루미늄
콜나고 ,3500000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2850000,2019,디스크 브레이크,기타,알루미늄
자이언트 ,430000,2021,디스크 브레이크,기타,알루미늄
첼로 ,1300000,2016,림 브레이크,SHIMANO 105,카본
트리곤 ,1200000,2019,림 브레이크,SHIMANO 105,카본
자이언트 ,3800000,2016,림 브레이크,SHIMANO DURA-ACE,카본
캐논데일 ,1850000,2017,림 브레이크,SHIMANO 105,알루미늄
메리다 ,2250000,2020,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,3600000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1850000,2020,림 브레이크,SHIMANO 105,카본
스캇 ,2800000,2014,림 브레이크,SHIMANO DURA-ACE,카본
메리다 ,4100000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트리곤 ,1350000,2016,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,1600000,2018,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,1900000,2018,림 브레이크,SHIMANO 105,알루미늄
코메트 ,1600000,2020,디스크 브레이크,SHIMANO 105,카본
스캇 ,3900000,2016,림 브레이크,SHIMANO DURA-ACE,카본
챕터2 ,5000000,2020,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,6800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
마지 ,400000,2015,림 브레이크,SHIMANO CLARIS,알루미늄
스캇 ,2700000,2017,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1400000,2016,디스크 브레이크,SHIMANO 105,카본
캐논데일 ,1800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
피나렐로 ,10500000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
트리곤 ,2450000,2021,디스크 브레이크,SHIMANO 105,카본
코메트 ,1750000,2021,디스크 브레이크,SHIMANO 105,카본
첼로 ,1750000,2018,림 브레이크,SHIMANO ULTEGRA,카본
첼로 ,3100000,2019,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,3450000,2021,디스크 브레이크,SHIMANO ULTEGRA,알루미늄
치폴리니 ,6200000,2019,림 브레이크,SHIMANO ULTEGRA,카본
엘파마 ,1800000,2021,림 브레이크,SHIMANO 105,카본
트렉 ,1600000,2019,림 브레이크,SHIMANO 105,카본
트렉 ,1400000,2016,림 브레이크,SHIMANO 105,카본
첼로 ,1200000,2018,디스크 브레이크,SHIMANO 105,알루미늄
비앙키 ,2550000,2021,림 브레이크,SHIMANO 105,카본
트렉 ,4400000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
리들리 ,6800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
첼로 ,1600000,2018,림 브레이크,SRAM Force,카본
트렉 ,3800000,2020,디스크 브레이크,SHIMANO 105,카본
룩 ,2800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
스캇 ,3500000,2016,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,2300000,2017,림 브레이크,SHIMANO DURA-ACE,알루미늄
메리다 ,3100000,2019,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,3300000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,600000,2021,디스크 브레이크,기타,알루미늄
자이언트 ,4100000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트리곤 ,1350000,2019,림 브레이크,SHIMANO 105,카본
콘돌 ,3300000,2018,림 브레이크,기타,스틸
메리다 ,2200000,2021,림 브레이크,SHIMANO 105,카본
비엠씨 ,3200000,2019,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,4800000,2019,림 브레이크,SHIMANO 105,카본
캐논데일 ,4600000,2016,림 브레이크,SHIMANO DURA-ACE,카본
캐논데일 ,4000000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,9600000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,6500000,2018,림 브레이크,SHIMANO DURA-ACE,카본
비앙키 ,1200000,2016,림 브레이크,기타,알루미늄
서벨로 ,2800000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,1200000,2021,디스크 브레이크,SHIMANO SORA,알루미늄
메리다 ,2950000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2300000,2017,림 브레이크,SHIMANO 105,알루미늄
트렉 ,2300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,5600000,2018,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,2900000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,2850000,2021,디스크 브레이크,SHIMANO 105,카본
첼로 ,2000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2500000,2017,디스크 브레이크,SHIMANO 105,카본
첼로 ,1800000,2017,림 브레이크,SRAM Force,카본
라피에르 ,2400000,2017,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,1500000,2013,림 브레이크,SHIMANO 105,알루미늄
캐논데일 ,2400000,2020,림 브레이크,SHIMANO 105,카본
첼로 ,2050000,2020,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2100000,2017,림 브레이크,SHIMANO ULTEGRA,카본
콜나고 ,2000000,2016,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,1600000,2016,림 브레이크,SHIMANO 105,알루미늄
엘파마 ,650000,2014,림 브레이크,SHIMANO 105,알루미늄
스페셜라이즈드 ,2800000,2021,디스크 브레이크,SHIMANO 105,카본
코메트 ,1700000,2021,림 브레이크,SHIMANO 105,카본
트렉 ,2900000,2017,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1400000,2020,디스크 브레이크,SHIMANO ULTEGRA,알루미늄
스페셜라이즈드 ,7900000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
트렉 ,6800000,2019,림 브레이크,SHIMANO DURA-ACE,카본
캐니언 ,4200000,2018,림 브레이크,SRAM RED eTAP,카본
리브 ,3500000,2021,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1600000,2017,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,850000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
스페셜라이즈드 ,7800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비에이치 ,2300000,2017,림 브레이크,SHIMANO ULTEGRA,카본
인피자 ,2300000,2020,림 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,8800000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
리들리 ,5100000,2019,림 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,1900000,2016,림 브레이크,SHIMANO 105,카본
포커스 ,4900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스캇 ,2500000,2018,림 브레이크,SHIMANO ULTEGRA,카본
엘파마 ,500000,2019,림 브레이크,SHIMANO CLARIS,알루미늄
코나 ,1800000,2021,디스크 브레이크,기타,알루미늄
스페셜라이즈드 ,3600000,2015,림 브레이크,SHIMANO ULTEGRA,카본
첼로 ,2000000,2017,림 브레이크,SHIMANO ULTEGRA,카본
리브 ,900000,2021,디스크 브레이크,SHIMANO SORA,알루미늄
첼로 ,1500000,2019,림 브레이크,SHIMANO 105,카본
메리다 ,2700000,2021,디스크 브레이크,SHIMANO 105,카본
엘파마 ,1100000,2016,림 브레이크,SHIMANO 105,카본
캐논데일 ,1900000,2021,림 브레이크,SHIMANO 105,알루미늄
트리곤 ,1800000,2016,림 브레이크,SHIMANO 105,카본
트렉 ,2500000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,1500000,2018,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,3400000,2016,림 브레이크,SHIMANO ULTEGRA,카본
치넬리 ,2500000,2019,림 브레이크,SHIMANO 105,카본
스캇 ,1400000,2016,림 브레이크,SHIMANO 105,카본
트렉 ,1600000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3500000,2019,림 브레이크,SHIMANO ULTEGRA,카본
리브 ,2700000,2021,디스크 브레이크,기타,카본
메리다 ,600000,2020,림 브레이크,SHIMANO CLARIS,알루미늄
자이언트 ,1400000,2018,림 브레이크,SHIMANO 105,카본
비앙키 ,4600000,2018,림 브레이크,기타,카본
스페셜라이즈드 ,2500000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,6500000,2018,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,5700000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1600000,2016,림 브레이크,SHIMANO 105,카본
트렉 ,5100000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
자이언트 ,2350000,2019,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2100000,2017,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3300000,2020,디스크 브레이크,SHIMANO 105,카본
콘돌 ,2000000,2018,림 브레이크,기타,스틸
자이언트 ,2300000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
첼로 ,2200000,2020,림 브레이크,SHIMANO ULTEGRA,카본
엘파마 ,2900000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,550000,2016,림 브레이크,SHIMANO SORA,알루미늄
포커스 ,1700000,2019,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,1500000,2016,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,4150000,2018,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2100000,2018,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,3800000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1600000,2016,림 브레이크,SHIMANO 105,카본
자이언트 ,3200000,2020,림 브레이크,SHIMANO ULTEGRA,카본
스캇 ,1000000,2017,림 브레이크,SHIMANO 105,카본
리들리 ,4000000,2016,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,8200000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
캐논데일 ,1200000,2015,림 브레이크,SHIMANO 105,알루미늄
라피에르 ,2500000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2600000,2017,림 브레이크,SHIMANO ULTEGRA,카본
치넬리 ,3600000,2019,림 브레이크,SRAM Force eTap AXS,카본
콘돌 ,2200000,2018,림 브레이크,SHIMANO ULTEGRA,스틸
메리다 ,900000,2017,림 브레이크,SHIMANO 105,알루미늄
스페셜라이즈드 ,4800000,2016,디스크 브레이크,SHIMANO DURA-ACE,카본
윌리어 ,2300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
포커스 ,3700000,2017,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,500000,2016,림 브레이크,SHIMANO SORA,알루미늄
트렉 ,4400000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3500000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
아르곤18 ,3600000,2018,림 브레이크,SHIMANO DURA-ACE,카본
첼로 ,1500000,2019,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,5000000,2018,림 브레이크,SHIMANO ULTEGRA,카본
